#run-time information,,,,,,,,,,,,,,,,
"#	date run: 	Mon Mar 25 15:22:00 CDT 2024",,,,,,,,,,,,,,,,
"#	sct directory: 	/usr/local/slingshot_tools_26Jul2022_rev2/sct",,,,,,,,,,,,,,,,
"#	sct timestamp: 	2023-10-26 14:35:02",,,,,,,,,,,,,,,,
"#	'non-standard' SCT args: ",,,,,,,,,,,,,,,,
"#	ls config file:	-rwxr-xr-x 1 tuminell employee 17862 Mar 25 15:21 /var/users/systems/eni_revc/eni_revc.yaml",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
cable_id,src_conn_a,src_conn_b,dst_conn_a,dst_conn_b,stage,src_egress_a,src_egress_b,dst_egress_a,dst_egress_b,link_type,src_group,dst_group,part_number,part_length,calculated_distance,route
3203.1000.00.0000,x3203.c0.r42.j11,none,x1000.c1.r3.j1.p0,x1000.c1.r3.j1.p1,1,x3203-RIGHT,none,x1000-RIGHT,none,edge,1,3,R4K87A,100,90.2137428,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1000_RIGHT-x1001_LEFT']"
3204.1204.00.0000,x3204.c0.r42.j9,none,x1204.c2.r5.j23.p0,x1204.c2.r5.j23.p1,1,x3204-RIGHT,none,x1204-LEFT,none,edge,1,19,R4K87A,100,90.0067064,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT']"
3103.1302.00.0000,x3103.c0.r42.j21,none,x1302.c1.r3.j1.p0,x1302.c1.r3.j1.p1,1,x3103-LEFT,none,x1302-RIGHT,none,edge,1,23,R4K87A,100,89.8670576,"['x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1002_BACK-x1102_BACK', 'x1102_FRONT-x1202_FRONT', 'x1202_BACK-x1302_BACK']"
3203.1102.00.0000,x3203.c0.r42.j13,none,x1102.c1.r3.j1.p0,x1102.c1.r3.j1.p1,1,x3203-RIGHT,none,x1102-RIGHT,none,edge,1,11,R4K87A,100,89.8840794,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1002_BACK-x1102_BACK']"
3204.1000.00.0000,x3204.c0.r42.j11,none,x1000.c2.r5.j23.p0,x1000.c2.r5.j23.p1,1,x3204-RIGHT,none,x1000-LEFT,none,edge,1,3,R4K87A,100,89.3825185,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1000_RIGHT-x1001_LEFT']"
3104.1200.00.0000,x3104.c0.r42.j23,none,x1200.c2.r5.j23.p0,x1200.c2.r5.j23.p1,1,x3104-LEFT,none,x1200-LEFT,none,edge,1,15,R4K87A,100,89.2035202,"['x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1000_RIGHT-x1001_LEFT', 'x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT']"
3206.1403.00.0000,x3206.c0.r42.j7,none,x1403.c2.r5.j23.p0,x1403.c2.r5.j23.p1,1,x3206-RIGHT,none,x1403-LEFT,none,edge,1,28,R4K87A,100,89.158907,"['x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT']"
3205.1205.00.0000,x3205.c0.r42.j9,none,x1205.c1.r3.j1.p0,x1205.c1.r3.j1.p1,1,x3205-RIGHT,none,x1205-RIGHT,none,edge,1,20,R4K87A,100,88.5465218,"['x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT']"
3104.1302.00.0000,x3104.c0.r42.j21,none,x1302.c2.r5.j23.p0,x1302.c2.r5.j23.p1,1,x3104-LEFT,none,x1302-LEFT,none,edge,1,23,R4K87A,100,88.1176237,"['x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT']"
3204.1102.00.0000,x3204.c0.r42.j13,none,x1102.c2.r5.j23.p0,x1102.c2.r5.j23.p1,1,x3204-RIGHT,none,x1102-LEFT,none,edge,1,11,R4K87A,100,88.1346456,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1103_RIGHT-x1102_LEFT']"
3207.1300.00.0000,x3207.c0.r42.j7,none,x1300.c1.r3.j1.p0,x1300.c1.r3.j1.p1,1,x3207-RIGHT,none,x1300-RIGHT,none,edge,1,21,R4K87A,100,87.9531616,"['x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1000_RIGHT-x1001_LEFT', 'x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK']"
3105.1201.00.0000,x3105.c0.r42.j23,none,x1201.c1.r3.j1.p0,x1201.c1.r3.j1.p1,1,x3105-LEFT,none,x1201-RIGHT,none,edge,1,16,R4K87A,100,87.4982258,"['x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1002_BACK-x1102_BACK', 'x1102_FRONT-x1202_FRONT', 'x1201_RIGHT-x1202_LEFT']"
3207.1404.00.0000,x3207.c0.r42.j9,none,x1404.c1.r3.j1.p0,x1404.c1.r3.j1.p1,1,x3207-RIGHT,none,x1404-RIGHT,none,edge,1,29,R4K87A,100,87.4797208,"['x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT', 'x1404_RIGHT-x1405_LEFT']"
3205.1001.00.0000,x3205.c0.r42.j11,none,x1001.c1.r3.j1.p0,x1001.c1.r3.j1.p1,1,x3205-RIGHT,none,x1001-RIGHT,none,edge,1,4,R4K87A,100,87.3508342,"['x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT']"
3105.1303.00.0000,x3105.c0.r42.j21,none,x1303.c1.r3.j1.p0,x1303.c1.r3.j1.p1,1,x3105-LEFT,none,x1303-RIGHT,none,edge,1,24,R4K87A,100,87.004149,"['x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK']"
3205.1103.00.0000,x3205.c0.r42.j13,none,x1103.c1.r3.j1.p0,x1103.c1.r3.j1.p1,1,x3205-RIGHT,none,x1103-RIGHT,none,edge,1,12,R4K87A,100,87.0211708,"['x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1003_BACK-x1103_BACK']"
3106.1201.00.0000,x3106.c0.r42.j23,none,x1201.c2.r5.j23.p0,x1201.c2.r5.j23.p1,1,x3106-LEFT,none,x1201-LEFT,none,edge,1,16,R4K87A,100,86.3406116,"['x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT']"
3208.1404.00.0000,x3208.c0.r42.j7,none,x1404.c2.r5.j23.p0,x1404.c2.r5.j23.p1,1,x3208-RIGHT,none,x1404-LEFT,none,edge,1,29,R4K87A,100,86.2959984,"['x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT']"
3208.1300.00.0000,x3208.c0.r42.j9,none,x1300.c2.r5.j23.p0,x1300.c2.r5.j23.p1,1,x3208-RIGHT,none,x1300-LEFT,none,edge,1,21,R4K87A,100,86.2298359,"['x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1301_RIGHT-x1300_LEFT']"
3106.1303.00.0000,x3106.c0.r42.j21,none,x1303.c2.r5.j23.p0,x1303.c2.r5.j23.p1,1,x3106-LEFT,none,x1303-LEFT,none,edge,1,24,R4K87A,100,85.2547151,"['x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT']"
3107.1202.00.0000,x3107.c0.r42.j23,none,x1202.c1.r3.j1.p0,x1202.c1.r3.j1.p1,1,x3107-LEFT,none,x1202-RIGHT,none,edge,1,17,R4K87A,100,84.6353172,"['x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1202_RIGHT-x1203_LEFT']"
3107.1304.00.0000,x3107.c0.r42.j21,none,x1304.c1.r3.j1.p0,x1304.c1.r3.j1.p1,1,x3107-LEFT,none,x1304-RIGHT,none,edge,1,25,R4K87A,100,84.1412404,"['x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK']"
3108.1202.00.0000,x3108.c0.r42.j23,none,x1202.c2.r5.j23.p0,x1202.c2.r5.j23.p1,1,x3108-LEFT,none,x1202-LEFT,none,edge,1,17,R4K87A,100,83.477703,"['x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1002_BACK-x1102_BACK', 'x1102_FRONT-x1202_FRONT']"
3107.1100.00.0000,x3107.c0.r42.j19,none,x1100.c1.r3.j1.p0,x1100.c1.r3.j1.p1,1,x3107-LEFT,none,x1100-RIGHT,none,edge,1,9,R4K87A,100,83.3550066,"['x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1000_RIGHT-x1001_LEFT', 'x1000_BACK-x1100_BACK']"
3101.1003.00.0000,x3101.c0.r42.j19,none,x1003.c1.r3.j1.p0,x1003.c1.r3.j1.p1,1,x3101-LEFT,none,x1003-RIGHT,none,edge,1,6,R4K87A,100,82.5450764,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT']"
3108.1304.00.0000,x3108.c0.r42.j21,none,x1304.c2.r5.j23.p0,x1304.c2.r5.j23.p1,1,x3108-LEFT,none,x1304-LEFT,none,edge,1,25,R4K87A,100,82.3918065,"['x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT']"
3101.1105.00.0000,x3101.c0.r42.j17,none,x1105.c1.r3.j1.p0,x1105.c1.r3.j1.p1,1,x3101-LEFT,none,x1105-RIGHT,none,edge,1,14,R4K87A,100,82.2123405,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK']"
3102.1003.00.0000,x3102.c0.r42.j19,none,x1003.c2.r5.j23.p0,x1003.c2.r5.j23.p1,1,x3102-LEFT,none,x1003-LEFT,none,edge,1,6,R4K87A,100,81.7138521,"['x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT']"
3108.1100.00.0000,x3108.c0.r42.j19,none,x1100.c2.r5.j23.p0,x1100.c2.r5.j23.p1,1,x3108-LEFT,none,x1100-LEFT,none,edge,1,9,R4K87A,100,81.6055728,"['x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1102_RIGHT-x1101_LEFT', 'x1101_RIGHT-x1100_LEFT']"
3102.1105.00.0000,x3102.c0.r42.j17,none,x1105.c2.r5.j23.p0,x1105.c2.r5.j23.p1,1,x3102-LEFT,none,x1105-LEFT,none,edge,1,14,R4K87A,100,80.8096165,"['x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK']"
3206.1205.00.0000,x3206.c0.r42.j9,none,x1205.c2.r5.j23.p0,x1205.c2.r5.j23.p1,1,x3206-RIGHT,none,x1205-LEFT,none,edge,1,20,R4K87A,100,80.447198,"['x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT']"
3206.1001.00.0000,x3206.c0.r42.j11,none,x1001.c2.r5.j23.p0,x1001.c2.r5.j23.p1,1,x3206-RIGHT,none,x1001-LEFT,none,edge,1,4,R4K87A,100,79.8230101,"['x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT']"
3103.1004.00.0000,x3103.c0.r42.j17,none,x1004.c1.r3.j1.p0,x1004.c1.r3.j1.p1,1,x3103-LEFT,none,x1004-RIGHT,none,edge,1,7,R4K87A,100,79.7052511,"['x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT']"
3104.1004.00.0000,x3104.c0.r42.j17,none,x1004.c2.r5.j23.p0,x1004.c2.r5.j23.p1,1,x3104-LEFT,none,x1004-LEFT,none,edge,1,7,R4K87A,100,78.8740268,"['x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT']"
3206.1103.00.0000,x3206.c0.r42.j23,none,x1103.c2.r5.j23.p0,x1103.c2.r5.j23.p1,1,x3206-RIGHT,none,x1103-LEFT,none,edge,1,12,R4K87A,100,78.6968369,"['x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT']"
3207.1002.00.0000,x3207.c0.r42.j13,none,x1002.c1.r3.j1.p0,x1002.c1.r3.j1.p1,1,x3207-RIGHT,none,x1002-RIGHT,none,edge,1,5,R4K87A,100,77.8174816,"['x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT']"
3207.1104.00.0000,x3207.c0.r42.j23,none,x1104.c1.r3.j1.p0,x1104.c1.r3.j1.p1,1,x3207-RIGHT,none,x1104-RIGHT,none,edge,1,13,R4K87A,100,77.5833622,"['x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1004_BACK-x1104_BACK']"
3208.1002.00.0000,x3208.c0.r42.j13,none,x1002.c2.r5.j23.p0,x1002.c2.r5.j23.p1,1,x3208-RIGHT,none,x1002-LEFT,none,edge,1,5,R4K87A,100,76.9862573,"['x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT']"
3105.1005.00.0000,x3105.c0.r42.j17,none,x1005.c1.r3.j1.p0,x1005.c1.r3.j1.p1,1,x3105-LEFT,none,x1005-RIGHT,none,edge,1,8,R4K87A,100,76.8423425,"['x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT']"
3106.1005.00.0000,x3106.c0.r42.j17,none,x1005.c2.r5.j23.p0,x1005.c2.r5.j23.p1,1,x3106-LEFT,none,x1005-LEFT,none,edge,1,8,R4K87A,100,76.0111182,"['x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT']"
3208.1104.00.0000,x3208.c0.r42.j23,none,x1104.c2.r5.j23.p0,x1104.c2.r5.j23.p1,1,x3208-RIGHT,none,x1104-LEFT,none,edge,1,13,R4K87A,100,75.8339283,"['x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT']"
3101.3209.00.0000,x3101.c0.r42.j7,none,x3209.c0.r34.j26,none,1,x3101-LEFT,none,x3209-LEFT,none,global,1,2,R4K83A,25,21.7484234,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x11_FRONT-x3209_FRONT']"
3102.3209.00.0000,x3102.c0.r42.j7,none,x3209.c0.r35.j26,none,1,x3102-LEFT,none,x3209-LEFT,none,global,1,2,R4K83A,25,20.8821738,"['x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x11_FRONT-x3209_FRONT']"
